,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
3517,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/vtlYPWuGMW,2022-12-29 16:49:32.205964,1607449303886483456,2022-12-26 18:52:33+00:00,0,0,0,0,,,Elda59962551,,1,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3518,A fire broke out in Kitchener over the weekend in the area of Victoria Street North and Weber Street West — an area where those experiencing homelessness have lived for months.  https://t.co/mBP4Lbtx88,2022-12-29 16:49:32.205998,1607421019165282307,2022-12-26 17:00:10+00:00,2,0,0,0,,,netherfield34,Rutland,3028,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3519,"Our favorite place on the UK waterways is Regents Canal near Victoria Park - where hundreds, perhaps thousands are living on boats double or triple parked. Its an amazing scene. Thanks to @CanalRiverTrust for encouraging and enabling those with few funds to live in central London https://t.co/bvB08w5SbN Waterways are wonderful spaces where you can fully appreciate the beauty of nature 🍃  From famous heritage buildings and lock flights to the marvellous and vast range of wildlife 🦆 Where is your favourite place you have visited along the network this year? #FridayFeeling https://t.co/M0H84okffx",2022-12-29 16:49:32.316065,1607411551035604992,2022-12-26 16:22:32+00:00,0,0,1,1,,,annable_connor,"Cincinnati, OH",56,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3520,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/QiCyrUJJgl,2022-12-29 16:49:32.316155,1607396581174841348,2022-12-26 15:23:03+00:00,0,0,0,0,,,amamdi,Nigeria,12,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3521,"🍽️ Find a new favourite place to eat in London
💡 While you're in town, visit our offices!
📍 83 Victoria St, London SW1H 0HW
https://t.co/6p0KwWYeJ9",2022-12-29 16:49:32.316242,1607315590078779393,2022-12-26 10:01:13+00:00,0,0,0,0,,,ChrisRudel02,"Atlantis, Atlantic Ocean",40,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3522,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/BCrUj9oIAK,2022-12-29 16:49:32.316298,1607271065155424258,2022-12-26 07:04:18+00:00,0,0,0,0,,,EYH_UK,United Kingdom,3465,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3523,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/HeCtuTZJPL,2022-12-29 16:49:32.316338,1607224137633902594,2022-12-26 03:57:49+00:00,0,0,0,0,,,nedjelas,hell,74,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3524,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/BqoPkgKWRc,2022-12-29 16:49:32.316372,1607221667742507009,2022-12-26 03:48:00+00:00,0,0,0,0,,,PilgrimsOnline,"Right here, right now",11,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3525,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/Y6ZO325vHi,2022-12-29 16:49:32.316405,1607218779079192577,2022-12-26 03:36:32+00:00,0,0,0,0,,,benarmishaw,Toronto,2565,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3526,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/4cBTN8poOr,2022-12-29 16:49:32.316437,1607037591525773312,2022-12-25 15:36:33+00:00,0,0,0,0,,,Jade10521740,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3527,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/a7lXhWWx2b,2022-12-29 16:49:32.316467,1607024988665819136,2022-12-25 14:46:29+00:00,0,0,0,0,,,SamWallDigital,💥Manchester UK💥UK Tech,4473,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3528,Victoria Dryden Frederica Temple Mandy Camp #太原 #合肥 https://t.co/aKqYMVE73L,2022-12-29 16:49:32.316497,1607022587481329664,2022-12-25 14:36:56+00:00,0,0,0,0,,,Eilene77980135,,0,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3529,Anna Minnie Zona MacDonald Patrick Thompson Victoria Camp #合肥 #合肥线下 https://t.co/Rf7chusnO3,2022-12-29 16:49:32.316527,1607014913217822722,2022-12-25 14:06:26+00:00,0,0,0,0,,,tymoshik,"Victoria, British Columbia",103,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3530,"Camp coffee, lemonade salts, 8oz bovril/oxo, eau de cologne, sheep drench (Osborne &amp; Sons, Grimsby), AJ White 'Mother Searles Remedies', Pork-pie stoneware ink, cotton-reel ink, clay marble, bone toothbrush, Victoria jubilee pot &amp; Warwick &amp; Richardson aerated water with stoppers. https://t.co/Xhbj3vRqzE",2022-12-29 16:49:32.316562,1607002034506448898,2022-12-25 13:15:16+00:00,3,0,31,0,,,Dickeysvictoria,"Victoria, TX",90,Victoria (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,Victoria
3531,"@Adam_Stirling The shift from a government town to a tech town impacted housing expectations.
Victoria has never been known for its affordability but somehow that's expected.
We all deserve a roof over our heads...we don't deserve for it to be in the most desirable postal code in the country.",2022-12-29 16:49:35.578967,1608576280089464832,2022-12-29 21:30:45+00:00,0,0,0,0,,,trumpethab,Victoria bc,87,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria
3532,"Time for a year end, very scientific #yyjpoli poll. I am curious what people think of MMHI and its place in addressing the housing crisis in Victoria. I will give clarity on each option below. My issue with MMHI:",2022-12-29 16:49:35.579075,1608554500218048512,2022-12-29 20:04:13+00:00,1,0,0,0,,,ChillAsHellYYJ,"Victoria, British Columbia",655,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria
3533,"@Adam_Stirling If you build another 10,000 housing units in greater Victoria, 25,000 more people will move here. 
We do have to start thinking about this solution differently.",2022-12-29 16:49:35.579095,1608550395156271104,2022-12-29 19:47:54+00:00,0,0,0,0,,,BruceCuthbert7,,20,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria
3534,"One of the many nice things about living in Montréal is seeing how life can be different when housing isn't insanely expensive. 

That I've got friends earning minimum wage who can afford their own apartments, and go out often is a very welcome change from Vancouver &amp; Victoria",2022-12-29 16:49:35.579148,1608526431671451648,2022-12-29 18:12:40+00:00,1,0,5,0,,,alitas_pen,,96,"Victoria (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",Victoria
